Epoch,Loss
1,0.9873987138271332
2,0.9552900344133377
3,0.9285232275724411
4,0.9075316339731216
5,0.8887648582458496
6,0.8700256645679474
7,0.8539779633283615
8,0.8393748551607132
9,0.824066624045372
10,0.8135669231414795
